"UID_ANONYM_COVID","coco7_q02mod","coco7_Q214","coco7_q04","coco7_Q215","coco7_Q216","coco7_q09","coco7_q16","coco7_q17","coco7_q18","coco7_q19","coco7_q20","coco7_q21","coco7_q22","coco7_q23","coco7_q24mod_1","coco7_q24mod_2","coco7_q24mod_3","coco7_q24mod_4","coco7_q24mod_5","coco7_q24mod_6","coco7_q24mod_7","coco7_q24mod_8","coco7_q25","coco7_q32mod","coco7_q37_recod","coco7_q38","coco7_q40","coco7_q32CONJOINT","coco7_q133_recod","coco7_q134mod","coco7_q47mod","coco7_q52_1","coco7_q52_2","coco7_q52_3","coco7_q52_4","coco7_q119120_1","coco7_q119120_2","coco7_q119120_3","coco7_q119120_4","coco7_q119120_5","coco7_q119120_6","coco7_q119120_7","coco7_q119120_8","coco7_q119120_9","coco7_Q217","coco7_q54_1","coco7_q54_2","coco7_q54_3","coco7_q54_4","coco7_q54_5","coco7_q54_6","coco7_q54_7","coco7_q54_8","coco7_q54_bis_1","coco7_q54_bis_2","coco7_q54_bis_3","coco7_q54_bis_4","coco7_q54_bis_5","coco7_q54_bis_6","coco7_q54_bis_7","coco7_q59_1","coco7_q59_2","coco7_q59_3","coco7_q59_4","coco7_q59_5","coco7_q59_6","coco7_q59_7","coco7_q59_8","coco7_q59_9","coco7_q60_1","coco7_q60_2","coco7_q60_3","coco7_q60_4","coco7_q60_5","coco7_q60_6","coco7_q61_10","coco7_q61_11","coco7_q61_12","coco7_q61_13","coco7_q61_14","coco7_q61_15","coco7_q62mod","coco7_q63mod","coco7_q64mod","coco7_Q218_CORR","coco7_q113mod","coco7_q114mod","coco7_q67","coco7_q79","coco7_q68","coco7_q97","coco7_q71","coco7_q72","coco7_q73","coco7_q74","coco7_q77","coco7_Q219","coco7_Q220","coco7_Q221","POIDS_INIT","PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","POIDS_coco7","PDSPLT_coco7","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","eayy_VAGUE_doc"
214,3,2,3,1,2,3,4,4,2,4,3,3,1,2,1,2,2,2,2,2,2,6666,1,6,6666,6666,6666,6,6666,6666,4,4,3,5,4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,2,1,3,3,3,3,2,4,4,6,2,3,6,6,6,4,3,7,4,1,1,2,6,4,2,2,3,4,3,3,1,4,4,1.737589173,"NA",1,1,6,6,2,2,1.3324684,"NA",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,2,7,2,2,2,2,6,9,6,1,1,6,6,6,6,66,66,66,1,6,6,2,1,2,6,6,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,77,99,3,1,1,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,2,1,7,7,1,2,3,9,2,2,2,2,2,1,1,1,1,1,2,5,3,4,20,2,4,3,2019
247,3,2,1,2,3,3,5,5,2,5,2,4,1,2,1,2,2,2,2,2,2,6666,1,6,6666,6666,6666,6,6666,6666,2,5,5,5,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,3,1,3,1,7,3,2,3,1,3,4,6,6,6,5,6,6,2,3,3,3,3,1,2,4,3,2,2,3,4,4,3,2,3,4,0.914881496,"NA",2,1,5,5,2,5,0.564786841,"NA",2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,4,10,2,2,2,2,6,7,6,9,6,1,6,6,6,66,66,66,5,6,6,2,1,1,3,1,1,6,66,1,8,5,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,3,3,3,3,1,3,12,10,1,1,1,1,3,1,1,5,2,6,6,6,6,6,6,6,6,6,4,2,3,2,3,2,2,2,3,2,2,2,1,2,2,2,1,1,1,2,1,4,7,1,1,54,5,4,3,2019
801,3,2,4,2,3,3,2,2,4,2,4,2,1,2,1,2,2,2,2,2,2,6666,3,6,6666,6666,6666,6,6666,6666,4,5,5,5,5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,1,8,3,1,6,3,2,3,2,4,4,3,3,6,6,6,6,4,2,7,1,6,3,2,9,3,2,4,2,3,3,3,1,3,4,0.970095741,"NA",2,1,5,5,2,8,0.701120589,"NA",2,12,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,1,7,2,2,7,6,2,1,2,6,3,2,5,6,6,1,2,1,6,66,2,3,6,6,2,1,1,2,1,2,6,66,1,4,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,10,6,2,1,2,3,3,3,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,4,5,4,5,51,5,6,3,2019
1013,3,2,3,1,4,3,3,4,2,5,2,3,1,2,1,2,2,2,2,2,2,6666,1,6,6666,6666,6666,6,6666,6666,5,5,5,5,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,7,2,1,9,2,4,1,4,4,3,1,3,6,6,6,6,2,3,4,3,3,4,2,3,4,2,2,4,4,2,3,1,3,4,1.123437551,"NA",1,3,6,6,3,4,0.636891841,"NA",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,5,1,3,8,2,2,2,2,6,4,6,4,6,6,6,6,6,66,66,6,11,6,6,2,1,1,1,1,1,6,66,2,4,4,5,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,11,7,1,1,2,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,3,2,2,3,2,2,3,5,1,2,1,4,2,2,2,1,2,1,2,1,1,9,3,1,32,3,5,3,2019
1138,3,2,1,1,5,3,5,5,2,3,3,3,1,2,1,2,2,2,2,1,2,6666,1,6,6666,6666,6666,6,6666,6666,2,4,5,5,4,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,1,7,2,2,4,3,1,2,3,4,4,3,3,6,6,6,6,4,3,7,3,3,2,1,3,2,2,2,3,2,2,2,3,3,3,2.685865883,"NA",2,1,6,6,1,1,2.381235363,"NA",2,14,1,3,6,2,6,4,1,1,2,7,6,6,6,6,1,1,5,1,2,6,2,2,2,2,6,3,6,9,6,1,6,6,6,66,66,4,6,6,6,2,1,1,2,1,1,6,66,1,4,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,10,6,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,1,1,2,2,2,2,3,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,51,5,2,3,2019
484,3,1,3,1,1,3,2,4,4,4,4,3,1,5,1,1,2,2,2,1,2,6666,2,1,6,1,1,1,6,1,5,5,3,5,5,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,9,2,1,2,2,3,3,3,3,3,4,4,3,2,6,6,6,6,4,3,9,2,5,1,1,2,2,2,2,2,3,3,3,2,3,4,0.735060016,"NA",1,1,3,3,3,6,0.666893279,"NA",1,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,9,3,4,10,6,6,1,1,1,9,6,6,2,6,6,6,6,66,66,66,11,6,6,5,4,1,3,4,2,6,66,1,9,3,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,11,3,1,1,1,1,1,1,1,3,2,6,6,6,6,6,6,6,6,6,2,2,3,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,7,3,3,20,2,5,4,2019
642,2,2,3,1,3,3,3,3,3,3,2,3,1,2,1,2,2,2,2,2,2,6666,3,6,6666,6666,6666,6,6666,6666,4,5,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,2,3,4,3,2,3,3,4,4,3,3,6,6,6,3,4,2,6,3,3,1,2,5,2,2,2,2,3,3,3,2,2,3,1.950117464,"NA",1,1,5,5,2,5,1.409816931,"NA",1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,2,6,2,2,2,2,6,1,6,9,6,1,6,6,6,66,66,4,11,6,6,2,1,1,3,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,8,1,1,1,1,2,2,2,4,1,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,2,2,3,1,2,2,1,2,2,2,1,1,1,1,2,2,4,3,5,51,5,5,3,2019
1028,3,1,3,2,5,3,4,5,2,4,2,2,1,1,6666,6666,6666,6666,6666,2,2,1,6666,8,6666,6666,6666,6666,6666,6666,3,5,5,5,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,3,8,3,9,7,3,2,2,3,4,4,6,6,5,6,6,6,4,3,7,2,2,3,2,0,3,2,2,4,3,2,3,1,4,4,0.787706501,"NA",1,1,4,4,3,4,0.796057734,"NA",1,11,1,1,6,2,6,5,2,3,2,4,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,4,66,1,4,6,1,1,2,6,6,3,2,8,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,9,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,4,1,1,1,3,2,2,2,1,2,1,1,2,4,4,4,5,46,4,666,1,2019
20,3,1,2,1,2,3,1,1,4,2,3,2,1,2,1,1,2,2,2,2,2,6666,3,1,6,1,2,1,6,1,2,5,5,4,5,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,9,3,9,1,8,8,8,8,3,2,4,4,4,4,3,6,6,6,6,6,4,1,10,1,5,3,2,10,3,2,1,2,2,2,3,2,3,3,1.421671465,"NA",2,1,1,1,3,2,4.510746958,"NA",2,4,1,1,6,2,6,2,1,2,2,2,77,6,6,6,6,6,9,3,3,9,6,6,7,1,1,66,6,6,6,6,6,6,6,66,66,66,66,6,6,3,2,1,1,2,2,6,66,1,4,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,77,99,3,1,3,3,3,3,2,1,2,6,6,6,6,6,6,6,6,6,5,2,2,2,3,7,7,1,3,2,1,1,3,2,1,2,2,2,2,1,2,4,5,3,5,666,666,6,4,2019
914,2,1,1,1,2,3,5,5,2,5,2,4,1,3,1,1,2,2,2,2,2,6666,1,1,6,1,1,1,6,1,4,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,6,7,5,9,4,7,3,2,6,3,3,3,1,3,3,3,6,6,3,3,3,2,2,5,3,4,3,2,5,1,2,1,2,3,2,3,2,3,3,1.022689009,"NA",2,1,3,3,3,7,1.244101442,"NA",2,9,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,9,3,2,6,6,6,1,1,1,5,2,6,6,6,1,2,1,6,6,66,7,1,6,3,2,2,6,6,1,6,66,1,6,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,3,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,3,1,3,8,1,2,55,5,6,4,2019
461,3,1,2,2,5,3,4,4,3,4,3,3,1,2,1,2,2,2,2,1,1,6666,1,1,6,3,6666,1,6,1,2,5,5,5,4,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,8,2,7,4,2,4,4,1,1,1,4,4,3,3,6,6,6,2,2,3,3,4,3,4,2,2,2,1,3,2,3,3,3,1,3,4,0.706087479,"NA",2,1,5,5,2,5,0.435891335,"NA",2,12,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,7,2,4,10,6,6,1,1,1,1,2,2,6,6,1,1,6,66,66,5,6,6,6,2,1,1,2,1,2,6,66,1,4,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,5,2,1,1,1,3,3,2,5,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,2,1,2,3,5,2,2,41,4,3,3,2019
949,2,3,2,2,3,3,4,5,1,5,1,3,1,2,1,2,2,2,2,2,2,6666,2,6,6666,6666,6666,6,6666,6666,2,5,5,5,4,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,6,3,4,6,7,5,3,6,3,4,1,1,2,2,3,3,6,4,6,6,4,3,8,3,2,3,2,5,4,1,2,3,3,3,3,1,3,4,0.712951527,"NA",1,1,5,5,4,6,0.359414087,"NA",1,13,1,2,6,2,6,4,1,1,2,7,77,6,6,6,6,1,11,5,3,8,6,2,7,2,6,66,6,5,6,6,6,6,6,66,66,66,66,6,6,2,1,1,3,4,1,6,66,1,8,3,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,77,99,3,1,2,1,2,1,2,3,1,2,2,2,2,2,2,2,2,1,1,4,3,1,2,1,1,1,3,5,1,3,1,2,2,1,2,1,1,4,1,1,9,2,3,666,666,5,3,2019
1485,2,3,2,2,3,3,4,4,2,4,3,3,1,2,1,2,2,2,2,2,2,6666,1,6,6666,6666,6666,6,6666,6666,4,4,3,4,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,1,3,7,3,2,3,3,3,2,3,3,3,3,3,6,6,6,6,1,3,8,2,2,2,1,9,3,2,2,3,3,3,2,3,2,3,1.745444615,"NA",2,1,6,6,3,1,0.850175209,"NA",2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,5,11,2,2,2,2,6,5,6,5,6,6,6,6,6,66,5,66,9,1,6,2,1,1,3,1,1,6,66,2,6,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,9,1,1,2,1,2,1,1,5,2,6,6,6,6,6,6,6,6,6,2,3,4,1,3,1,1,1,8,4,3,2,2,1,2,2,1,2,1,4,1,1,5,2,2,41,4,3,3,2019
271,3,1,1,1,2,3,4,4,2,4,2,3,1,1,6666,6666,6666,6666,6666,2,1,2,6666,7,6666,6666,6666,6666,6666,6666,2,5,4,4,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,7,2,1,5,3,1,2,3,4,2,6,6,6,6,2,3,2,3,7,2,1,2,2,5,3,1,2,2,2,2,9999,1,4,4,0.831970488,"NA",2,1,6,6,1,6,0.642656677,"NA",2,14,1,1,6,2,6,7,3,6,6,66,7,3,6,6,2,6,5,1,6,66,2,6,2,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,1,1,2,6,6,1,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,8,1,1,2,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,1,2,2,2,3,3,1,2,1,2,2,1,1,2,1,2,1,2,3,1,2,666,666,666,1,2019
577,3,3,3,2,4,3,2,2,4,2,4,2,1,3,2,1,2,2,2,2,2,6666,2,1,2,6666,6666,6666,6666,6666,2,4,5,3,5,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,4,3,2,2,6,2,5,8,3,3,2,3,4,4,1,6,6,6,6,6,4,2,6,1,2,2,2,10,2,2,1,2,3,1,2,2,2,3,0.659939186,"NA",2,1,4,4,3,6,0.448794703,"NA",2,10,1,1,6,2,6,4,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,10,3,6,3,1,2,6,6,2,6,66,1,6,5,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,8,2,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,2,2,1,2,1,3,5,3,2,2,3,2,2,2,2,1,1,2,1,3,8,2,5,41,4,666,2,2019
1232,3,1,3,1,2,3,4,4,2,4,3,3,1,3,1,1,2,2,2,2,2,6666,2,6,6666,6666,6666,1,6,1,2,5,5,4,3,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,1,1,2,1,1,1,3,3,3,3,3,3,3,3,1,6,6,6,3,3,3,2,4,3,2,2,8,3,2,2,2,2,3,3,2,3,3,0.195260573,"NA",1,1,6,6,4,2,0.125415562,"NA",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,11,5,2,6,2,6,2,1,1,8,6,3,2,6,6,6,6,66,66,66,1,6,6,3,1,1,1,1,2,6,66,1,8,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,13,10,1,1,1,1,1,2,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,9,3,4,36,3,5,4,2019
928,2,2,2,2,2,3,4,5,2,5,3,3,1,2,1,2,2,2,2,2,2,6666,2,1,6,1,3,3,6666,6666,5,4,5,4,4,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,6,2,7,2,1,5,2,2,2,4,4,4,6,3,6,6,6,6,3,2,0,5,1,1,2,9,3,2,2,4,3,3,2,2,3,3,0.5515298,"NA",1,1,4,4,4,4,0.553596802,"NA",1,11,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,11,5,5,11,6,2,1,2,5,1,2,66,6,6,1,1,6,66,66,6,9,6,6,1,1,2,6,6,3,2,5,2,4,3,3,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,12,10,1,2,2,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,2,1,2,1,2,2,1,1,5,2,2,2,1,2,2,3,2,2,7,3,5,32,3,666,1,2019
1456,2,2,2,2,4,2,3,3,4,3,3,3,1,2,1,2,2,2,2,2,2,6666,2,1,6,1,2,6,6666,6666,5,4,3,2,4,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,6,3,7,3,2,5,3,3,4,3,4,4,4,2,6,4,6,6,4,3,5,2,3,1,1,3,3,2,3,4,4,2,2,2,2,3,0.679080087,"NA",2,1,5,5,3,7,0.462157811,"NA",2,12,1,1,6,2,6,3,1,3,2,7,1,6,6,6,6,1,10,4,1,5,6,2,1,2,6,1,2,5,6,6,1,2,1,6,66,5,11,6,6,1,1,1,2,1,1,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,11,9,1,1,1,1,2,2,2,4,1,1,2,2,2,2,2,2,2,2,3,2,3,1,1,2,1,2,2,3,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,41,4,5,1,2019
1220,3,3,1,2,3,3,4,5,3,4,3,3,1,1,6666,6666,6666,6666,6666,2,1,2,6666,1,6,1,1,6666,6666,6666,4,5,5,4,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,3,7,2,7,2,1,1,3,2,3,1,4,4,6,6,6,6,6,6,4,3,7,3,3,1,2,9,3,2,3,2,3,2,2,3,1,2,0.392639768,"NA",1,1,4,4,4,8,0.436734075,"NA",1,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,6,66,11,4,6,1,1,2,6,6,3,2,4,1,6,3,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,6,5,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,54,5,666,1,2019
1032,2,1,2,2,4,3,4,5,2,5,2,2,1,1,6666,6666,6666,6666,6666,2,2,1,6666,1,6,3,6666,6666,6666,6666,2,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,8,2,7,2,1,3,3,3,4,3,4,4,6,3,6,6,6,6,2,2,5,3,5,3,1,2,2,2,2,4,4,1,3,1,4,4,0.733981835,"NA",1,1,4,4,3,8,0.821984545,"NA",1,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,8,4,6,1,1,2,6,6,1,6,66,1,4,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,7,1,1,1,1,1,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,3,3,1,3,47,4,666,1,2019
845,3,2,3,1,4,3,3,3,4,3,4,3,1,4,1,1,2,2,2,2,2,6666,3,3,6666,6666,6666,1,6,1,2,5,1,4,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,4,3,1,1,5,3,2,6,4,3,2,3,4,4,6,3,6,3,1,6,3,3,8,1,2,3,2,5,4,1,2,3,4,3,4,1,2,4,1.121765215,"NA",1,1,4,4,2,4,1.344310234,"NA",1,9,1,1,6,2,6,3,1,3,2,2,1,6,6,6,6,6,6,2,3,8,6,6,1,1,1,5,1,3,6,6,1,1,6,66,2,66,11,1,6,6,4,2,6,6,3,2,4,2,5,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,11,2,1,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,3,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,3,5,2,2,61,6,5,4,2019
1628,4,3,4,2,5,3,3,3,2,3,3,2,1,1,6666,6666,6666,6666,6666,2,2,1,6666,3,6666,6666,6666,6666,6666,6666,4,5,3,5,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,3,1,1,1,3,5,3,2,6,3,2,2,3,4,4,6,6,6,6,6,6,1,2,9,1,3,4,2,5,2,1,2,3,2,2,2,2,2,4,0.855469184,"NA",1,1,4,4,2,7,1.268553211,"NA",1,9,1,1,6,2,6,3,2,3,1,1,77,6,6,6,6,6,1,1,6,66,6,6,7,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,1,1,2,6,6,3,1,4,3,1,1,3,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,4,2,3,2,4,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,3,3,4,5,666,666,666,1,2019
1105,3,1,1,2,3,1,3,2,4,1,4,3,1,5,1,2,2,2,1,2,2,6666,1,1,6,1,1,6,6666,6666,2,5,1,4,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,4,8,3,9,2,6,4,2,2,3,1,2,2,1,3,1,6,6,6,3,6,2,2,0,1,3,2,2,5,4,1,1,1,3,4,4,1,4,4,0.987301966,"NA",2,1,4,4,3,6,0.671419279,"NA",2,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,1,8,3,2,6,6,2,1,2,6,1,2,2,6,6,1,1,6,66,66,5,11,6,6,4,3,2,6,6,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,12,6,1,1,2,1,2,2,1,4,1,2,2,2,2,1,2,2,2,2,2,3,4,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,4,1,2,9,2,2,41,4,5,4,2019
1283,3,1,2,2,1,3,4,5,2,5,1,4,1,5,1,1,2,2,2,1,2,6666,2,1,6,1,1,1,6,2,4,5,3,5,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,1,7,2,8,3,3,4,2,1,1,1,4,4,3,3,3,6,6,6,4,2,7,1,2,1,2,5,3,1,2,2,4,2,3,1,3,4,0.51250849,"NA",2,1,3,3,4,6,0.39436361,"NA",2,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,1,2,5,6,6,2,2,3,4,66,1,11,6,6,5,4,2,6,6,1,6,66,1,5,4,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,77,99,3,3,3,3,3,3,1,3,2,6,6,6,6,6,6,6,6,6,2,8,3,1,3,2,1,1,6,4,2,2,3,2,2,1,2,2,2,1,2,2,6,2,5,51,5,4,4,2019
