"UID_ANONYM_COVID","coco2_cal_SEXE","coco2_cal_AGE1","coco2_cal_AGE2","coco2_cal_DIPL","coco2_cal_ZEAT","coco2_q04","coco2_q06_1","coco2_q06_2","coco2_q06_3","coco2_q06_4","coco2_q06_5","coco2_q06_6","coco2_q06_7","coco2_q06_8","coco2_q06_9","coco2_q06_10","coco2_q07_1","coco2_q07_2","coco2_q07_3","coco2_q09","coco2_q10","coco2_q16","coco2_q17","coco2_q18","coco2_q19","coco2_q20","coco2_q21","coco2_q25_a","coco2_q38_modifie","coco2_q47","coco2_q51","coco2_q52_1","coco2_q52_2","coco2_q52_3","coco2_q52_4","coco2_q53_1","coco2_q53_2","coco2_q53_3","coco2_q54_1","coco2_q54_2","coco2_q54_3","coco2_q54_4","coco2_q54_5","coco2_q54_6","coco2_q54_7","coco2_q54_8","coco2_q54_bis_1","coco2_q54_bis_2","coco2_q54_bis_3","coco2_q54_bis_4","coco2_q54_bis_5","coco2_q54_bis_6","coco2_q54_bis_7","coco2_q59_1","coco2_q59_2","coco2_q59_3","coco2_q59_4","coco2_q59_5","coco2_q59_6","coco2_q59_7","coco2_q59_8","coco2_q59_9","coco2_q64","coco2_q68","coco2_q79","coco2_q92","coco2_q93_1","coco2_q93_2","coco2_q93_3","coco2_q93_4","coco2_q93_5","coco2_q94","coco2_q95_1","coco2_q95_2","coco2_q95_3","coco2_q95_4","coco2_q95_5","coco2_q95_6","coco2_q96_1","coco2_q96_2","coco2_q96_3","coco2_q96_4","coco2_q96_5","coco2_q96_6","coco2_q96_7","coco2_q96_8","coco2_q96_9","coco2_q97","coco2_q98","coco2_q99_1","coco2_q99_2","coco2_q99_3","coco2_Bloc2_DO_exp1_gpe","coco2_exp1_gpe_a","coco2_exp1_gpe_b","coco2_q100","coco2_q101","coco2_q102","coco2_q103_1","coco2_q103_2","coco2_q103_3","coco2_q104_1","coco2_q104_2","coco2_q104_3","coco2_q105_1","coco2_q105_2","coco2_q105_3","coco2_q106_1","coco2_q106_2","coco2_q106_3","coco2_q107_1","coco2_q107_2","coco2_q107_3","coco2_q107_4","coco2_q107_5","coco2_q107_6","coco2_q107_7","coco2_q107_8","coco2_q108_1_1","coco2_q108_2_1","coco2_q108_3_1","coco2_q108_4_1","coco2_q108_5_1","coco2_q108_6_1","coco2_q108_7_1","coco2_q109_1","coco2_q109_2","coco2_q109_3","coco2_q109_4","coco2_q109_5","coco2_q109_6","coco2_q109_7","coco2_q109_8","coco2_q110_1","coco2_q110_2","coco2_q110_3","coco2_q111_1","coco2_q111_2","coco2_q111_3","coco2_q111_4","coco2_q111_5","coco2_q111_6","coco2_q112_1","coco2_q112_2","coco2_q112_3","coco2_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco2_POIDS","coco2_PDSPLT","coco2_cal_NAT","coco2_POIDS_INIT","coco2_PDSPLT_INIT"
1243,2,2,2,3,8,3,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,2,3,2,3,3,4,4,4,5,5,2,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,9,1,1,3,8,2,1,1,2,3,5,2,1,1,1,2,2,50,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,4,2,2,2,1,1,6666,5,5,0,1,5,5,1,6666,6666,9999,9999,9999,1,2,2,2,2,2,2,2,2,1,2,6666,6666,6666,6666,6666,6666,2,6,6,4,6,3,3,3,3,6666,6666,6666,6666,6666,6666,6666,6666,6666,1,5,4,0.575542618275365,0.581294780540177,0.630284547813001,0.754346761525108,2,7,1,1,6,2,6,1,3,6,6,66,7,3,6,6,1,6,8,3,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,6,66,11,1,6,3,3,2,6,6,3,1,9,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,4,1,1,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,1,2,4,4,1,4,3,1,2,2,1,2,2,2,1,2,3,0,3,2,56,5,666,2,2019,8,400,0,0,0.62550188585761,"NA",1,0.494632324,"NA"
1245,1,5,5,2,3,3,2,2,2,1,2,2,1,2,2,2,1,2,2,3,6666,5,5,1,5,1,3,6,4,4,5,4,4,5,4,4,4,5,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,6,2,3,9,0,2,6,6666,2,1,1,2,2,6666,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,6666,1,7,5,2,4,4,5,1,1,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.949830604443501,0.81501099632316,0.680200776364622,0.853972885011651,1,11,1,1,6,2,6,5,3,6,6,66,8,3,6,6,1,6,6,2,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,2,66,1,1,6,1,1,1,1,1,2,6,66,1,5,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,4,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,3,2,2,3,4,1,1,1,1,2,1,2,2,2,1,2,1,3,3,4,5,48,4,666,1,2019,3,112,9,3,1.43387010998784,"NA",1,1.699072189,"NA"
1246,2,3,3,3,4,2,1,1,1,1,1,1,1,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,6,4,2,5,5,2,5,4,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,6,1,2,1,3,8,3,5,5,1,4,2,6666,1,1,1,1,2,65,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,6666,9,10,7,1,5,5,2,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.840146349672006,0.76790170776069,0.467869729207761,0.435308221156624,2,9,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,1,66,6,6,1,1,6,66,3,66,6,3,6,1,1,2,6,6,2,6,66,2,2,4,5,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,1,2,1,2,2,2,2,1,1,1,3,2,2,2,1,2,1,2,1,3,5,3,1,47,4,666,1,2019,4,111,8,7,0.0322280384615259,"0,360025631464367",1,0.035905221,"0,387894651"
1247,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,4,2,3,2,1,1,5,5,5,5,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,6,7,1,7,3,5,4,3,4,5,1,2,2,2,2,1,6666,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,4,2,2,2,2,6666,2,5,5,5,3,5,5,2,6666,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.824269172464248,0.735493366940928,0.847768433157537,0.792326590350739,2,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,1,1,1,1,6,6,1,1,1,1,2,5,6,6,2,1,6,66,66,2,10,6,6,2,1,2,6,6,3,1,4,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,11,7,1,1,2,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,2,3,2,2,2,1,2,1,1,3,2,2,1,1,2,1,2,1,3,5,2,5,51,5,6,3,2019,7,221,1,2,0.486527081482394,"NA",3,0.713026038,"NA"
1250,1,5,5,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,3,2,6,4,4,5,5,5,4,5,3,4,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,2,1,7,7,2,6,6666,2,1,2,2,2,6666,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,3,2,2,2,1,1,6666,7,5,5,5,5,5,6666,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.777659575236399,0.668963296431948,0.665296611451791,0.71297824693457,1,12,1,1,6,2,6,1,3,6,6,66,6,6,6,6,1,6,6,2,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,2,66,2,3,6,1,1,2,6,6,2,6,66,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,5,1,2,2,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,3,3,1,1,1,1,2,1,2,2,2,2,1,2,3,5,3,1,61,6,666,1,2019,6,400,0,0,0.0357823472159702,"0,451901712516422",1,0.042080489,"0,733783179"
1252,2,3,3,3,4,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,3,3,4,4,3,1,5,4,5,4,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,6,2,1,3,8,2,3,4,7,3,2,1,2,2,2,1,2,6666,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,6666,7,5,5,1,5,5,1,6666,6666,1,2,2,1,2,2,2,2,1,2,2,2,2,2,6666,6666,2,6666,6666,6666,6666,5,4,3,5,6,1,2,4,1,5,4,3,2,2,2,3,4,1,1,5,0.513888557873625,0.766441943189582,0.794363790926273,0.821506978202917,2,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,9,3,3,8,6,6,1,1,1,5,2,5,6,6,1,1,6,66,3,66,1,4,6,4,3,1,2,3,2,6,66,1,7,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,4,1,1,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,1,1,3,4,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,3,7,2,3,61,6,6,4,2019,4,112,6,2,0.312120482367038,"NA",3,0.429934784,"NA"
1253,2,4,4,3,7,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,5,2,2,6,3,4,5,5,4,4,3,4,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,6,2,9,2,1,4,0,3,4,6666,1,1,2,2,2,60,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,6666,5,5,5,1,1,5,2,3,6666,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.887343830007894,0.0602086986010055,0.0457400361496496,0.185403822399027,2,10,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,2,2,66,6,6,1,1,6,66,66,4,5,6,6,2,1,1,2,2,2,6,66,2,3,5,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,7,3,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,3,1,1,1,2,1,2,2,2,1,2,1,3,0,4,5,51,5,666,2,2019,7,111,6,5,0.612442070597203,"NA",1,0.726501866,"NA"
1254,2,4,4,3,7,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,4,1,3,2,3,2,5,5,5,5,1,6,4,6,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,6,7,2,9,6,9,8,8,8,2,1,5,1,1,1,1,2,2,70,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,6666,4,8,4,4,5,5,2,6666,6666,2,2,1,1,2,2,2,2,2,2,2,2,1,2,6666,6666,6666,6666,6666,6666,1,6,4,5,6,6,4,4,5,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.927438324634252,0.561217140158059,0.759765082299602,0.388203632021877,2,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,3,9,6,6,1,1,1,1,1,5,6,6,1,1,6,66,66,6,9,6,6,1,1,1,2,1,1,6,66,1,4,5,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,12,10,1,1,2,2,1,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,1,1,1,4,2,3,2,1,2,2,1,1,2,1,3,1,3,4,2,2,41,4,4,1,2019,7,111,6,4,0.609644370749248,"NA",1,0.723183129,"NA"
1258,1,6,6,3,7,4,2,2,1,2,2,2,1,1,2,2,2,1,1,3,6666,3,2,4,3,4,3,2,4,1,5,5,5,5,5,1,1,6,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,8,8,1,9,6,2,5,1,2,1,1,2,2,6666,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,6666,1,8,5,3,4,5,5,4,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.324824916999427,0.625072756689519,0.647639268313484,0.497531562165568,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,5,11,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,2,6,6,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,12,10,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,2,1,1,1,6,5,4,3,2,1,2,2,1,2,1,1,1,2,5,4,5,32,3,3,3,2019,7,111,9,7,0.471892271856308,"NA",3,0.734494604,"NA"
1259,2,5,5,3,7,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,4,3,3,2,4,2,5,5,2,5,2,6,6,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,1,2,1,4,1,5,3,2,3,2,1,1,2,2,2,70,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,6666,1,2,5,4,1,5,5,2,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.736244871369876,0.663035184671973,0.571570253845371,0.693379304463134,2,13,1,1,6,2,6,4,1,1,2,7,3,2,6,6,6,1,5,1,1,5,2,2,2,2,6,5,6,4,6,6,6,6,6,66,2,66,11,2,6,1,1,2,6,6,1,6,66,2,3,5,5,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,11,10,1,1,2,1,1,2,1,4,1,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,3,5,3,5,55,5,5,1,2019,7,111,9,7,0.780206618829757,"NA",1,1.172914951,"NA"
1260,1,3,3,3,7,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,3,3,3,3,4,3,5,5,4,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,3,6,2,3,3,6,3,6,1,2,2,2,2,1,6666,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,3,2,2,2,1,1,6666,4,7,5,3,5,5,2,6666,6666,1,2,2,1,2,2,2,2,2,1,1,2,2,2,6666,6666,6666,1,1,6666,6666,2,3,4,3,6,2,3,3,2,4,1,2,2,2,3,3,2,4,4,4,0.691865474433946,0.903952620701299,0.74464495486796,0.74464495486796,1,9,1,9,6,2,6,4,1,1,2,5,1,6,6,6,6,6,9,3,4,10,6,6,1,1,1,2,2,4,6,6,1,1,6,66,66,4,6,6,6,4,3,2,6,6,1,6,66,1,4,5,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,11,4,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,4,4,2,4,41,4,5,4,2019,7,112,6,0,1.45944327812485,"NA",1,0.998063194,"NA"
1261,2,4,4,2,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,3,2,4,3,3,3,1,2,5,5,5,5,5,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,2,2,6,2,8,3,3,3,8,2,5,2,1,1,2,2,2,70,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,4,2,2,2,2,6666,1,2,8,5,5,1,5,6666,1,6666,2,1,2,2,1,2,2,2,2,2,2,2,1,2,6666,6666,6666,6666,6666,6666,2,6,4,6,6,6,3,3,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.585617519205506,0.542565067812441,0.633216548506282,0.566151933070877,2,10,1,1,6,2,6,1,2,3,2,4,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,5,6,6,6,2,1,1,2,2,5,6,66,2,4,4,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,8,1,1,2,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,1,2,2,2,1,3,2,2,1,3,2,2,2,2,1,1,2,1,3,1,3,3,41,4,666,2,2019,4,120,0,2,0.925477112170965,"NA",1,1.097002128,"NA"
1265,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,2,2,1,3,5,5,5,4,5,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,1,3,9,3,9,4,1,9,4,2,5,1,1,1,2,2,2,75,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,6666,4,5,5,4,5,5,2,6666,6666,2,2,1,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.723205277370328,0.359072874952534,0.609657376151685,0.529414232617768,2,9,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,8,3,3,9,6,6,1,1,1,1,2,4,6,6,1,1,6,66,66,4,6,6,6,2,1,2,6,6,2,6,66,1,5,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,5,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,1,3,4,2,1,51,5,6,3,2019,2,111,7,5,0.981521807147524,"NA",1,1.131944319,"NA"
1271,2,5,5,2,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,3,2,4,2,5,5,3,5,3,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,3,6,7,0,4,0,1,2,2,2,2,1,6666,1,2,2,2,1,2,2,1,1,1,2,2,1,1,2,1,4,2,2,2,1,2,6666,5,5,5,4,5,5,3,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.718021217235808,0.430133273869359,0.497531562165568,0.548797212570394,2,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,2,7,2,2,2,2,6,1,6,5,6,6,6,6,6,66,66,2,10,6,6,2,1,1,1,1,1,6,66,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,2,2,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,2,2,2,3,2,2,1,1,1,2,2,2,1,2,1,2,2,2,5,3,5,51,5,6,3,2019,5,300,0,0,0.0273957735291521,"0,41601691559839",1,0.040540943,"0,623414941"
1274,1,3,3,4,6,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,4,3,3,3,3,2,4,1,5,4,5,4,4,4,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,6,1,9,1,7,3,1,1,8,2,5,3,1,1,2,2,2,70,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,1,5,5,5,1,5,5,1,6666,6666,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,6666,2,6666,6666,6666,6,6,6,6,6,6,3,6,1,5,1,3,3,3,2,3,3,2,1,5,0.508931273286924,0.5513257925225,0.661515204036436,0.753102569816418,1,8,1,1,6,2,6,4,1,1,2,99,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,1,6,6,1,1,6,66,5,66,1,4,6,5,4,1,3,4,2,6,66,1,5,5,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,10,3,2,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,3,5,2,4,36,3,4,4,2019,6,112,6,0,0.133553889547856,"0,40258109916004",1,0.118594054,"0,447668995"
1279,2,4,4,4,7,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,6666,5,5,2,4,2,3,3,1,4,4,4,5,4,4,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,2,1,7,2,7,3,2,4,4,3,9,1,1,1,2,2,2,75,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,2,2,2,2,6666,1,6,5,6,2,1,1,3,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,6666,1,1,6666,4,4,4,5,6,1,4,4,4,4,1,6666,6666,6666,6666,6666,6666,4,4,4,0.838107536387003,0.652374415007719,0.609175931046056,0.858909760680516,2,9,1,1,6,2,6,3,1,3,2,7,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,5,2,5,6,6,1,1,6,66,2,66,1,4,6,4,2,1,2,3,2,6,66,1,8,4,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,13,9,1,1,1,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,1,1,2,5,5,2,2,2,2,1,1,1,1,1,1,2,3,2,3,61,6,3,4,2019,7,112,9,2,0.481834816509298,"NA",1,0.51475695,"NA"
1280,2,5,5,3,7,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,2,6,4,2,5,4,5,5,5,6,6,6,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,1,1,2,5,2,1,7,3,2,5,6666,2,1,2,2,2,6666,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,6666,1,4,0,4,4,5,5,5,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.669372806722956,0.826650641790588,0.451202787429606,0.53627413759426,2,13,1,1,6,2,6,5,3,6,6,66,4,2,6,6,6,6,10,4,6,66,2,6,2,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,1,1,1,2,1,1,6,66,1,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,2,1,2,2,2,3,2,2,1,1,1,2,1,2,2,2,1,2,1,2,4,3,2,666,666,666,1,2019,7,112,6,0,0.376700438873351,"NA",1,0.566308419,"NA"
1281,2,6,6,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,4,1,4,1,4,4,5,5,5,5,5,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,8,2,1,6,3,1,10,1,1,1,1,2,2,80,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,6666,2,7,9999,0,1,5,5,1,6666,6666,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.949930992345242,0.674785968876879,0.644256084778356,0.795823945153773,2,14,1,1,6,2,6,4,1,1,2,4,6,6,6,6,1,1,9,3,5,11,2,2,2,2,6,3,6,2,6,6,6,6,6,66,66,6,5,6,6,1,1,1,2,1,1,6,66,1,5,5,5,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,13,10,1,2,2,1,1,1,1,4,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,1,1,1,5,2,2,2,1,2,2,1,2,1,1,2,2,3,3,1,2,51,5,4,1,2019,2,112,10,3,0.499092323739207,"NA",1,1.059557045,"NA"
