"UID_ANONYM_COVID","coco3_cal_AGE1","coco3_cal_AGE2","coco3_cal_DIPL","coco3_cal_SEXE","coco3_cal_ZEAT","coco3_q04","coco3_q06_1","coco3_q06_10","coco3_q06_2","coco3_q06_3","coco3_q06_4","coco3_q06_5","coco3_q06_6","coco3_q06_7","coco3_q06_8","coco3_q06_9","coco3_q07_1","coco3_q07_2","coco3_q07_3","coco3_q09","coco3_q10","coco3_q16","coco3_q17","coco3_q18","coco3_q19","coco3_q20","coco3_q21","coco3_q25_a","coco3_q37","coco3_q38_modifie_bis","coco3_q41_1","coco3_q41_2","coco3_q41_3","coco3_q41_4","coco3_q41_5","coco3_q41_6","coco3_q46_modifie_1","coco3_q46_modifie_2","coco3_q46_modifie_3","coco3_q46_modifie_4","coco3_q47","coco3_q51","coco3_q52_1","coco3_q52_2","coco3_q52_3","coco3_q52_4","coco3_q53_1","coco3_q53_2","coco3_q53_3","coco3_q54_1","coco3_q54_2","coco3_q54_3","coco3_q54_4","coco3_q54_5","coco3_q54_6","coco3_q54_7","coco3_q54_8","coco3_q54_bis_1","coco3_q54_bis_2","coco3_q54_bis_3","coco3_q54_bis_4","coco3_q54_bis_5","coco3_q54_bis_6","coco3_q54_bis_7","coco3_q59_1","coco3_q59_2","coco3_q59_3","coco3_q59_4","coco3_q59_5","coco3_q59_6","coco3_q59_7","coco3_q59_8","coco3_q59_9","coco3_q60_3","coco3_q60_5","coco3_q60_6","coco3_q64","coco3_q68","coco3_q79","coco3_q113","coco3_q114","coco3_q115","coco3_q116_1","coco3_q116_2","coco3_q116_3","coco3_q116_4","coco3_q116_5","coco3_q116_6","coco3_q117","coco3_q118_1","coco3_q118_2","coco3_q118_3","coco3_q118_4","coco3_q118_5","coco3_q118_6","coco3_q119","coco3_q120_1","coco3_q120_2","coco3_q120_3","coco3_q120_4","coco3_q120_5","coco3_q120_6","coco3_q120_7","coco3_q120_8","coco3_q121_1","coco3_q121_10","coco3_q121_2","coco3_q121_3","coco3_q121_4","coco3_q121_5","coco3_q121_6","coco3_q121_7","coco3_q121_8","coco3_q121_9","coco3_q122_1","coco3_q122_2","coco3_q122_3","coco3_q122_4","coco3_q122_5","coco3_q122_6","coco3_q122_7","coco3_q122_8","coco3_q122_9","coco3_q122_10","coco3_q122_11","coco3_q123","coco3_q124","coco3_q125_1","coco3_q125_2","coco3_q125_3","coco3_q125_4","coco3_q125_5","coco3_q126_1","coco3_q126_2","coco3_q126_3","coco3_q126_4","coco3_q126_5","coco3_q126_6","coco3_q127_1","coco3_q127_2","coco3_q127_3","coco3_q127_4","coco3_q127_5","coco3_q127_6","coco3_q128","coco3_q129","coco3_q130","coco3_q131","coco3_q132_1","coco3_q132_2","coco3_q132_3","coco3_q132_4","coco3_q132_5","coco3_q132_6","coco3_q132_7","coco3_q133","coco3_q134","coco3_q135_1","coco3_q135_2","coco3_q135_3","coco3_q136_1","coco3_q136_2","coco3_q136_3","coco3_q137_1","coco3_q137_2","coco3_q137_3","coco3_q138_1","coco3_q138_2","coco3_q138_3","coco3_q139_1","coco3_q139_2","coco3_q139_3","coco3_q140_1","coco3_q140_2","coco3_q140_3","coco3_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco3_POIDS","coco3_PDSPLT","coco3_cal_NAT","coco3_POIDS_INIT","coco3_PDSPLT_INIT"
1340,5,5,4,2,5,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,3,2,3,1,5,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,1,5,3,3,6,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,1,1,2,1,5,2,4,3,7,4,10,1,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,3,3,3,2,4,4,3,4,6666,2,2,2,2,6666,6666,2,6666,2,1,3,1,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,3,1,2,2,2,2,1,2,8,6666,2,6666,3,2,6666,3,2,6666,3,3,6666,3,2,6666,3,3,6666,4,0.76558369029049,0.839722318152925,0.813265325773269,0.838066626500389,2,13,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,9,6,66,2,6,6,6,6,66,66,66,10,6,6,1,1,1,3,2,2,6,66,2,7,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,11,9,1,1,2,2,2,2,1,4,1,2,1,2,2,2,2,2,2,2,1,3,3,2,2,2,2,1,3,2,2,2,2,1,2,2,1,1,1,3,1,3,4,1,4,41,4,666,1,2019,5,111,9,7,0.217794924210898,"NA",1,0.442702193,"NA"
1341,3,3,4,1,6,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,5,4,2,4,2,2,3,2,3,6666,6666,6666,6666,6666,6666,2,2,2,1,2,1,5,3,5,3,6,6,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,6,2,7,2,2,4,4,4,4,2,2,9,1,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,3,2,3,4,2,4,4,4,2,4,2,2,6666,2,6666,6666,6666,1,6666,1,2,1,1,2,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,1,6,2,7,2,1,1,2,2,2,1,2,6,3,2,3,3,3,3,4,3,2,4,4,4,4,3,2,4,1,3,4,0.755786282390939,0.448917794418478,0.620798703674664,0.341123802921134,1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,2,1,2,6,6,1,1,6,66,66,6,11,6,6,5,4,1,3,4,2,6,66,1,5,4,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,12,7,1,1,1,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,1,1,1,1,1,3,3,4,3,32,3,5,4,2019,6,112,9,0,0.713783125683026,"NA",1,0.655769972,"NA"
1342,5,5,2,1,6,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,1,4,2,3,2,6,1,2,2,2,2,1,2,1,2,2,2,2,5,4,4,5,2,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,7,2,6,2,2,3,3,4,4,6,2,0,1,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,1,2,2,2,1,2,1,4,4,1,4,4,4,4,4,4,2,6666,2,6666,6666,6666,6666,6666,6666,6666,1,2,1,2,2,1,3,4,2,2,2,2,2,1,2,1,2,2,2,2,1,5,9,4,2,2,1,2,2,1,2,6,1,2,3,4,1,3,4,3,2,4,2,2,4,2,3,4,1,3,4,0.847071025533097,0.84829030036916,0.832648305725895,0.824190690777437,1,12,1,1,6,2,6,4,1,3,2,3,1,6,6,6,6,6,7,2,2,6,6,6,1,1,1,5,2,5,6,6,1,1,6,66,2,66,1,2,6,1,1,2,6,6,5,6,66,1,5,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,2,1,1,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,4,2,1,61,6,5,1,2019,6,112,6,0,0.109107073537641,"0,542468624484222",1,0.159350426,"0,595912681"
1343,3,3,3,2,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,3,3,2,3,3,2,6,1,2,2,2,2,1,2,1,2,2,2,3,4,5,4,5,4,2,2,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,7,2,2,2,3,3,3,3,4,7,3,9,2,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,3,2,4,3,2,2,4,1,1,4,2,6666,2,2,2,6666,1,2,6666,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,5,4,1,2,1,2,2,2,2,6,1,1,4,9999,1,3,4,1,4,4,1,4,4,2,3,3,3,1,4,0.50876849093095,0.645369335589909,0.627012096652168,0.642218884202823,2,9,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,9,3,2,6,6,6,1,1,1,6,2,5,6,6,1,1,6,66,88,66,10,1,6,4,2,2,6,6,2,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,4,1,1,2,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,3,1,3,6,2,4,56,5,6,4,2019,5,120,0,0,0.248176098224343,"0,706464947596926",1,0.279121551,"0,470547559"
1346,3,3,4,2,7,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,3,6,1,1,2,2,2,2,2,1,2,2,2,4,5,5,4,5,3,5,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,9,2,7,2,3,3,4,4,4,2,4,5,4,1,1,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,2,1,4,3,3,3,4,2,2,2,2,6666,2,2,2,6666,2,2,2,1,2,1,3,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,6,6,9,3,2,2,2,1,2,2,2,6,1,1,3,4,1,3,4,9999,9999,9999,3,4,4,1,3,4,3,2,4,0.757823482966472,0.554718038809392,0.584856075424566,0.725261974915334,2,5,1,1,6,2,6,3,1,3,2,4,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,8,6,8,2,2,6,6,6,66,66,66,7,6,6,2,1,2,6,6,3,2,4,2,3,1,3,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,11,7,1,1,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,1,1,2,1,1,4,2,1,2,2,2,2,1,2,3,9,1,1,20,2,2,3,2019,7,111,9,7,1.16256651902576,"NA",1,1.038385931,"NA"
1347,3,3,3,2,8,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,2,4,2,4,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,1,5,3,5,3,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,6,9,3,2,9,9,5,5,8,2,4,4,7,3,5,1,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,1,4,4,3,4,4,4,1,1,2,6666,6666,2,6666,6666,6666,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,6666,6666,6666,6666,6666,6666,2,4,6666,4,1,2,1,2,2,2,2,6,3,1,4,4,2,3,4,2,3,4,1,4,4,2,2,4,2,2,4,0.834685506301429,0.674107075824819,0.733503627344981,9999,2,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,1,2,1,6,6,1,2,1,5,66,6,10,6,6,5,4,2,6,6,1,6,66,1,7,3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,12,6,1,1,2,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,4,2,1,2,2,1,4,3,2,3,1,1,2,2,1,1,1,2,1,2,3,2,3,41,4,4,4,2018,8,111,9,7,0.0761130145468164,"0,863080778245927",1,0.076418022,"0,491557736"
1348,4,4,2,2,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,1,6,1,1,2,2,2,2,2,1,2,2,2,3,5,5,5,5,3,4,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,1,1,6,1,1,1,2,3,1,4,4,7,3,8,4,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,4,4,1,3,3,4,1,1,4,1,6666,1,2,2,6666,1,2,6666,6666,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,8,4,1,1,1,2,1,1,2,6,1,1,3,4,1,3,4,1,4,4,1,4,4,1,4,4,3,1,4,0.860946961256049,0.79780405683197,0.220851937747772,0.399344959544855,2,11,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,6,2,2,6,6,6,1,1,1,5,2,5,6,6,1,2,3,4,2,66,11,2,6,2,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,6,1,1,1,1,2,2,2,3,1,2,1,2,2,2,2,2,2,2,5,1,2,2,1,2,2,1,4,2,1,1,3,2,1,2,2,2,2,1,2,3,5,2,3,61,6,6,3,2019,5,112,7,0,0.771291982680235,"NA",1,0.900347475,"NA"
1349,4,4,2,1,5,3,2,2,1,1,2,1,2,2,2,2,2,1,1,3,6666,1,3,5,3,4,3,2,0,6666,6666,6666,6666,6666,6666,6666,2,2,2,1,3,5,5,4,4,3,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,1,3,3,5,1,4,4,10,4,0,3,4,2,6666,6666,6666,6666,6666,6666,1,1,1,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,1,2,4,4,3,4,1,4,1,4,1,6666,6666,2,6666,1,6666,1,6666,1,2,2,1,1,1,1,1,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,2,2,2,1,2,0,6666,2,3,4,3,3,3,1,4,4,1,4,4,3,3,4,3,2,4,0.31353149613881,0.648112834527045,0.46372586240574,0.566849340695317,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,3,8,2,2,2,2,6,5,6,6,6,6,6,6,6,66,2,66,4,4,6,2,1,1,3,1,3,1,5,1,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,9,5,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,2,3,1,1,1,1,2,1,2,2,2,1,1,2,2,3,3,2,61,6,5,3,2019,5,112,8,1,1.06527087720716,"NA",1,0.98495412,"NA"
1350,5,5,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,3,6666,3,4,2,4,2,3,2,0,6666,6666,6666,6666,6666,6666,6666,2,2,1,2,2,5,5,4,2,3,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,5,1,1,2,7,2,3,5,3,3,3,5,2,5,3,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,1,1,2,1,2,2,2,2,4,3,4,2,2,4,4,2,1,3,6666,6666,2,2,6666,6666,2,2,2,2,1,1,1,1,2,1,1,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,3,0.725261974915334,0.562673971223649,0.659573604703306,0.697660727009621,2,12,1,1,6,2,6,7,2,4,2,3,1,6,6,6,6,6,6,2,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,4,9,6,6,1,1,1,2,1,1,6,66,1,5,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,6,5,1,1,1,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,1,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,5,2,3,51,5,666,1,2019,2,112,10,2,0.275454302159739,"NA",1,0.434410732,"NA"
1351,3,3,3,1,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,2,4,2,2,3,6,4,6666,6666,6666,6666,6666,6666,1,2,2,2,1,2,5,5,5,5,5,5,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,1,2,2,1,4,2,2,3,4,2,2,2,3,1,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,3,4,4,4,4,4,4,4,4,2,6666,6666,6666,6666,6666,6666,6666,6666,2,1,3,2,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,1,2,4,7,4,1,2,1,2,2,2,2,3,6666,1,4,4,1,4,4,1,4,4,4,4,4,1,4,4,1,4,4,0.690663266288663,0.778470862210858,0.800086797674758,0.698904918718311,1,8,1,1,6,2,6,6,2,3,2,2,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,1,4,6,2,2,2,6,6,2,6,66,1,5,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,10,7,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,3,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,3,6,3,4,47,4,666,2,2019,4,120,0,0,0.1174604494486,"0,383332018914654",1,0.111773011,"0,340063554"
1354,5,5,3,1,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,4,1,0,6666,6666,6666,6666,6666,6666,6666,1,2,1,2,2,5,5,5,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,1,2,2,2,1,4,10,4,0,3,1,2,6666,6666,6666,6666,6666,6666,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,4,1,2,4,3,1,4,2,1,3,6666,2,6666,2,2,6666,2,2,2,2,1,1,1,3,2,1,1,1,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,2,1,2,2,2,0,6666,2,2,3,4,1,3,4,1,4,4,1,4,3,2,3,1,4,2,0.948734349595173,0.902879279611663,0.894097207893499,0.916172841544036,1,13,1,3,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,3,8,2,2,2,2,6,5,6,5,6,6,6,6,6,66,4,66,8,4,6,2,1,1,1,1,1,6,66,1,6,5,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,11,7,1,2,2,1,2,2,1,3,1,2,2,2,2,2,2,2,2,1,1,3,4,2,1,1,2,1,1,2,1,3,1,1,2,2,2,1,1,3,1,1,0,2,2,47,4,3,3,2019,4,112,7,0,0.535984486630108,"NA",1,0.967976923,"NA"
1357,5,5,3,1,6,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,3,2,1,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,4,1,5,1,5,1,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,1,2,1,4,7,3,4,3,3,4,2,8,2,1,2,2,1,2,2,2,1,2,2,2,6666,6666,6666,6666,6666,6666,1,2,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,1,3,3,1,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,3,1,6666,4,1,6666,4,0.788261130323063,0.526705320185703,0.647855230832295,0.577293260593856,1,12,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,7,3,6,1,1,2,6,6,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,10,9,1,1,1,1,2,2,1,4,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,3,3,2,1,1,1,1,2,2,2,1,2,1,2,6,3,1,36,3,666,1,2019,6,111,9,7,0.400601916143258,"NA",1,0.733504451,"NA"
1358,2,2,2,2,7,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,2,4,2,4,4,6,1,1,2,2,2,2,2,2,1,2,2,3,2,5,4,4,4,5,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,4,3,9,2,7,2,3,3,3,4,4,3,4,5,4,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,3,3,3,3,4,1,3,3,6666,2,1,2,1,6666,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,6,4,1,2,2,2,2,2,2,6,6666,1,3,3,2,3,4,1,4,4,1,4,4,2,3,4,2,2,4,0.733503627344981,0.75680244019108,0.698904918718311,0.51071009026408,2,7,1,1,6,2,6,3,1,3,2,4,1,6,6,6,6,6,9,3,3,8,6,6,1,1,1,3,2,1,6,6,1,1,6,66,66,4,10,6,6,4,3,2,6,6,2,6,66,3,5,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,10,4,1,1,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,3,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,4,5,3,2,51,5,4,4,2019,7,111,6,5,3.38404572183563,"NA",1,1.574397428,"NA"
1361,4,4,3,2,7,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,5,1,5,2,4,2,6,1,1,2,2,2,2,2,1,2,2,2,4,3,5,3,5,3,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,7,9,9,1,7,4,6,7,2,4,4,6,3,1,3,1,1,2,1,2,2,2,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,2,4,1,1,4,4,3,3,4,6666,6666,1,2,6666,6666,2,1,6666,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,5,10,4,2,2,2,1,2,2,2,6,1,2,3,3,1,4,3,2,3,3,1,4,4,2,3,3,1,3,3,0.929351369642548,0.604387024258193,0.619359182808833,0.328040876065025,2,9,1,1,6,2,6,3,1,3,2,2,1,6,6,6,6,6,1,1,5,11,6,6,1,1,1,5,2,5,6,6,1,1,6,66,3,66,10,4,6,5,4,2,6,6,3,2,4,1,6,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,11,5,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,3,3,1,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,1,2,3,5,3,5,51,5,4,4,2019,7,112,7,0,0.3628543185538,"NA",1,0.442850966,"NA"
1362,4,4,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,2,4,2,3,2,0,6666,6666,6666,6666,6666,6666,6666,2,2,2,1,2,5,5,4,5,4,4,5,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,5,3,2,6,2,3,3,2,2,3,3,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,4,3,3,3,4,4,3,4,6666,6666,2,2,2,6666,6666,2,6666,1,2,4,2,3,3,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,1,2,2,2,2,2,8,6666,2,6666,3,3,6666,2,2,6666,3,1,6666,4,2,6666,3,3,6666,3,0.731466426769448,0.695550984249013,0.499568762741101,0.604720500482821,2,10,1,1,6,2,6,4,3,6,6,66,8,3,6,6,1,6,5,1,6,66,2,6,2,6,66,2,6,66,6,6,6,6,6,66,66,3,11,6,6,2,2,1,3,2,3,1,5,1,5,4,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,3,1,1,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,4,1,1,1,2,2,2,3,1,2,2,2,2,2,1,2,1,1,1,2,8,4,1,51,5,666,2,2019,3,111,9,7,2.09199623004483,"NA",1,2.27899856,"NA"
1363,5,5,1,1,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,2,5,2,3,3,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,5,4,5,5,6,6,6,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,2,7,3,2,6,1,3,4,5,3,4,3,3,2,6666,6666,6666,6666,6666,6666,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,4,4,1,4,4,4,4,1,4,2,6666,1,6666,6666,6666,6666,1,6666,6666,2,2,2,4,4,3,4,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,1,1,2,2,2,0,6666,4,1,4,4,1,4,4,1,4,4,4,1,4,1,4,4,4,4,0.772943610398114,0.889291917010051,0.772943610398114,0.860946961256049,1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,5,1,1,5,2,6,2,1,1,5,6,5,6,6,6,6,6,66,6,66,9,1,6,3,1,1,1,2,3,1,1,2,4,5,3,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,9,3,2,1,1,1,2,2,2,3,1,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,3,2,1,1,1,5,1,2,2,1,2,1,3,1,1,7,1,1,41,4,6,4,2019,5,111,8,7,1.80642299667137,"NA",1,1.63271476,"NA"
