"UID_ANONYM_COVID","coco4_cal_AGE1","coco4_cal_AGE2","coco4_cal_DIPL","coco4_cal_SEXE","coco4_cal_ZEAT","coco4_q04","coco4_q05_c","coco4_q06_1","coco4_q06_2","coco4_q06_3","coco4_q06_4","coco4_q06_5","coco4_q06_6","coco4_q06_7","coco4_q06_8","coco4_q06_9","coco4_q06_10","coco4_q07_1","coco4_q07_2","coco4_q07_3","coco4_q09","coco4_q10","coco4_q16","coco4_q17","coco4_q18","coco4_q19","coco4_q20","coco4_q21","coco4_q25_a","coco4_q38_modifie","coco4_q62_modifie","coco4_q63_modifie","coco4_q64_modifie","coco4_q68","coco4_q79","coco4_q125_modifie_1","coco4_q125_modifie_2","coco4_q125_modifie_3","coco4_q125_modifie_4","coco4_q125_modifie_5","coco4_q141","coco4_q142_1","coco4_q142_2","coco4_q142_3","coco4_q142_4","coco4_q143_1","coco4_q143_2","coco4_q143_3","coco4_q143_4","coco4_q143_5","coco4_q143_6","coco4_q143_7","coco4_q143_8","coco4_q143_9","coco4_q144","coco4_q145","coco4_experience_1_DO","coco4_q146","coco4_q147","coco4_q148","coco4_q149","coco4_q150_1","coco4_q150_2","coco4_q150_3","coco4_q150_4","coco4_q150_5","coco4_q150_6","coco4_q150_7","coco4_q151_1_c","coco4_q151_2_c","coco4_q151_3_c","coco4_q151_4_c","coco4_q151_5_c","coco4_q151_6_c","coco4_q152","coco4_q153_1","coco4_q153_2","coco4_q153_3","coco4_q153_4","coco4_q153_5","coco4_q153_6","coco4_q154_1","coco4_q154_2","coco4_q154_3","coco4_q154_4","coco4_q154_5","coco4_q155_1","coco4_q155_2","coco4_q155_3","coco4_q155_4","coco4_q155_5","coco4_q155_6","coco4_q155_7","coco4_q155_8","coco4_q155_9","coco4_q155_10","coco4_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","POIDS_coco4","PDSPLT_coco4","coco4_cal_NAT","POIDS_INIT_coco4","PDSPLT_INIT_coco4"
1308,6,6,3,1,2,1,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,1,4,1,4,2,3,3,2,5,3,3,3,4,4,1,2,1,2,2,2,1,3,3,3,2,3,3,3,1,2,3,6666,6666,1,2,4,5,4,4,3,2,4,1200,1200,1300,1200,1600,1200,5,3,2,2,2,3,2,4,3,2,3,3,6,6,4,2,5,4,5,3,5,2,0.920454264090523,0.734534123563989,0.782732077174275,0.800086797674758,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,3,8,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,88,9,6,6,2,1,1,2,1,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,9,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,2,2,1,1,3,3,1,3,2,1,2,3,2,2,3,1,2,2,2,1,1,1,2,1,2,4,2,1,41,4,4,3,2019,2,221,1,1,0.548830638486314,"NA",1,0.888804777,"NA"
1311,5,5,3,2,5,2,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,4,2,4,2,2,8,2,8,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,2,2,3,3,1,1,3,6666,6666,1,2,3,5,4,5,2,2,3,1300,1300,1400,1600,1750,1300,1,3,3,3,3,3,3,4,2,4,5,4,5,2,2,2,6,6,6,4,6,6,0.766065135396119,0.75680244019108,0.907275735992011,0.746682155443493,2,13,1,1,6,2,6,3,2,3,2,3,6,6,6,6,1,6,8,3,6,66,2,6,2,6,66,3,6,66,6,6,6,6,6,66,66,2,10,6,6,2,1,2,6,6,1,6,66,1,5,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,7,1,1,1,1,2,1,2,4,1,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,1,2,3,3,1,1,1,2,2,2,1,2,1,1,1,1,9,1,2,51,5,666,5,2019,5,221,1,2,0.523955622348889,"NA",1,1.191959133,"NA"
1313,6,6,2,2,2,3,7777,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,2,3,3,3,3,2,2,4,2,2,5,2,4,3,3,3,3,3,1,1,2,2,2,2,2,3,3,3,1,2,3,3,1,1,2,6666,1,6666,3,6,1,4,4,6,4,3,1400,1000,1400,1500,1800,1400,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,4,5,4,0.456728401684783,0.346777693644764,0.401286558877985,0.409744173826443,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,1,1,2,2,2,2,6,5,6,5,6,6,6,6,6,66,6,66,5,2,6,1,1,2,6,6,1,6,66,1,5,4,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,9,8,1,1,1,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,1,2,1,3,5,3,3,54,5,6,1,2019,2,400,0,0,0.234784886404169,"0,384333805381063",1,0.377754693,"1,369210916"
1314,5,5,3,1,2,2,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,3,1,4,2,2,4,2,5,4,4,4,4,4,2,1,2,2,2,3,3,2,3,2,3,2,3,3,1,1,1,1,6666,6666,2,4,5,5,4,3,3,3,1200,1000,1200,1400,1400,1200,5,2,3,2,2,3,2,9999,9999,9999,9999,9999,4,4,5,3,4,5,4,2,5,4,0.880329941208675,0.787151816236337,0.74464495486796,0.715015447510103,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,3,1,2,9,3,3,8,2,2,2,2,7,4,6,66,6,6,6,6,6,66,66,3,7,6,6,3,1,1,3,2,1,6,66,1,6,5,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,10,4,1,2,2,1,2,2,1,4,1,2,2,2,2,2,2,2,2,1,4,1,3,2,4,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,3,3,2,4,48,4,666,4,2019,2,112,10,0,0.056030094103333,"0,104745737895901",1,0.093697836,"0,412575219"
1315,1,1,3,1,7,2,6,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,3,4,3,4,3,2,2,2,4,2,8,4,5,4,4,1,1,4,2,1,1,1,2,3,1,3,4,1,1,2,4,3,1,1,3,6666,6666,2,4,4,5,4,4,1,1,5,1300,1600,1400,1800,1700,1400,1,2,3,2,2,3,2,3,3,5,4,4,3,4,7,5,6,7,5,5,6,5,0.605591916124009,0.448917794418478,0.525348772590092,0.55860768826567,1,4,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,8,2,6,3,1,2,6,6,1,6,66,1,5,5,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,12,9,2,1,3,3,3,3,2,4,2,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,1,1,2,4,2,2,1,2,1,2,2,2,2,1,2,1,5,2,2,47,4,666,2,2019,7,111,5,4,3.83380441386172,"NA",1,0.715289611,"NA"
1317,6,7,1,2,2,2,4,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,3,3,4,1,4,4,3,5,3,6,3,3,3,4,4,2,1,2,2,2,2,2,3,4,1,2,3,2,3,1,1,3,6666,6666,1,2,5,5,5,5,1,2,5,1200,950,1200,1250,1500,1000,5,2,3,2,3,3,2,2,5,4,4,2,4,3,5,5,5,6,6,2,4,3,0.600750641697548,0.64609435720113,0.575058667525015,0.51071009026408,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,10,4,4,10,2,1,2,1,6,6,6,1,6,6,6,6,6,66,88,66,11,1,6,2,1,1,2,3,2,6,66,1,9,4,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,11,7,1,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,3,1,1,7,3,1,51,5,3,3,2019,2,120,0,0,4.78135324649014,"NA",1,2.608986297,"NA"
1318,2,2,4,2,5,1,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,3,3,3,2,3,3,3,2,3,2,3,0,4,4,4,4,4,2,2,2,2,1,1,2,3,4,3,3,3,2,3,2,2,3,6666,6666,1,2,2,5,5,5,2,4,5,1500,1500,1500,1800,1800,1500,1,3,3,3,3,3,3,5,1,9999,5,9999,4,1,7,1,7,6,6,4,4,2,0.575154268767418,0.811615933029167,0.76752528962362,9999,2,7,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,1,2,5,6,6,1,1,6,66,66,6,9,6,6,4,3,2,6,6,2,6,66,1,6,3,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,1,2,1,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,1,4,6,3,3,3,2,2,2,2,2,1,1,1,1,3,6,2,2,32,3,4,4,2018,5,112,7,0,1.07301686158995,"NA",1,0.632423879,"NA"
1319,3,3,2,1,3,3,8,2,1,1,2,1,2,1,2,2,2,1,2,2,3,6666,5,5,3,5,3,3,3,1,2,3,3,2,5,3,3,2,2,3,1,1,2,2,2,3,2,4,4,2,2,2,3,3,1,1,3,6666,6666,1,2,3,4,3,3,1,1,4,1400,1200,1500,1500,1800,1400,2,3,3,3,3,3,2,4,2,3,3,1,4,4,4,2,5,3,5,2,4,2,0.782080062945509,0.792171196621714,0.621593775877674,0.76752528962362,1,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,6,2,5,11,6,6,1,1,1,5,2,1,6,6,1,1,6,66,2,66,1,3,6,4,3,2,6,6,1,6,66,1,6,5,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,11,5,1,1,1,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,3,1,2,8,2,3,66,6,4,4,2019,3,111,8,7,2.61092452776375,"NA",1,1.702670751,"NA"
1320,1,2,4,2,7,2,8888,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,4,2,3,2,4,3,2,3,3,4,4,3,3,3,3,2,2,2,2,1,3,2,3,3,3,3,3,3,3,1,2,3,6666,6666,1,2,5,5,5,5,3,3,3,1350,1500,1400,1400,1800,1600,1,2,3,2,2,3,2,2,2,2,3,3,4,2,6,3,5,6,6,2,4,3,0.832648305725895,0.582619215646738,0.836627105634558,0.733503627344981,2,5,1,1,6,2,6,4,1,1,2,3,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,2,5,6,6,1,1,6,66,6,66,6,4,6,1,1,2,6,6,3,2,4,2,3,1,3,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,11,10,2,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,2,3,4,2,2,2,2,1,3,3,1,2,2,2,2,2,2,1,1,2,1,3,6,2,2,54,5,999,1,2019,8,211,1,2,2.12421781203514,"NA",1,1.11112967,"NA"
1321,6,6,1,1,2,2,7,1,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,3,1,4,2,2,5,2,9,3,3,2,3,3,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,6666,1,6666,2,5,5,5,5,4,4,3,1200,1100,1300,1500,2000,1100,5,3,3,3,2,3,3,4,4,4,4,5,6,2,2,2,5,6,6,4,6,6,0.927314169067014,0.768384910684344,0.74464495486796,0.612589376844966,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,5,1,1,1,2,2,2,2,6,4,6,5,6,6,6,6,6,66,66,2,7,6,6,1,1,2,6,6,1,6,66,1,5,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,11,9,1,1,2,2,1,1,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,1,2,1,1,1,9,1,2,2,2,2,1,2,1,1,2,6,2,1,36,3,5,1,2019,2,111,8,7,2.45082783987025,"0,83288311250062",1,1.944345728,"2,000415258"
1322,6,6,2,1,3,4,7777,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,3,4,3,4,2,4,2,3,4,3,4,3,4,3,3,3,2,2,2,2,1,2,2,2,4,3,2,2,3,2,1,1,3,6666,6666,1,3,6,5,3,3,3,2,4,1300,1200,1100,1150,1400,1100,2,2,3,2,2,3,2,4,4,9999,4,4,3,3,4,3,5,5,5,4,5,4,0.742640079892376,0.67431228411123,0.867151413110163,0.643463075911513,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,3,8,2,2,2,2,6,5,6,5,6,6,6,6,6,66,2,66,3,1,6,3,1,2,6,6,1,6,66,1,7,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,77,99,3,1,1,2,2,2,2,3,1,2,2,2,2,1,2,2,2,2,5,1,3,2,3,2,2,3,1,2,1,1,1,2,2,2,2,1,1,1,1,3,4,3,5,61,6,5,4,2019,3,111,9,7,2.73264741979484,"0,538204206808777",1,3.45062085,"2,844087436"
1323,6,6,2,2,7,3,7777,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,3,4,2,4,3,6,4,4,3,10,3,5,2,2,2,3,4,2,1,2,2,2,2,2,1,1,3,2,4,1,4,2,2,2,6666,1,6666,4,1,5,4,4,4,5,5,1200,1000,1200,1300,1400,1000,2,3,3,3,3,3,3,9999,4,5,3,4,3,4,5,2,4,2,4,2,2,4,0.377957104616646,0.313016997967222,0.497747524684378,0.646395076604794,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,4,1,3,9,2,2,2,2,6,5,6,4,6,6,6,6,6,66,2,66,3,1,6,2,1,1,2,1,3,2,9,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,77,99,3,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,1,4,2,3,2,2,2,2,2,3,1,1,1,2,2,2,2,1,2,1,2,1,3,5,3,1,56,5,4,3,2019,7,112,9,4,0.982827496005301,"NA",1,1.454157943,"NA"
1324,4,4,4,1,4,3,9,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,3,3,4,3,3,3,3,2,5,2,1,3,2,2,2,3,1,1,2,1,2,2,2,2,3,3,2,3,3,3,2,1,3,6666,6666,1,2,6,5,4,3,3,3,6,1200,1200,1400,1700,1800,1200,3,3,3,2,2,3,3,1,2,3,4,5,5,5,6,4,6,4,3,5,3,2,0.38461961709983,0.68123860003618,0.647639268313484,0.287916553183177,1,9,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,1,66,6,6,1,1,6,66,5,66,8,1,6,1,1,1,2,3,2,6,66,2,5,3,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,8,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,2,1,3,2,1,1,2,3,3,2,4,2,2,2,1,2,1,1,1,2,5,4,2,36,3,666,1,2019,7,112,9,4,0.170892368428385,"0,457481656292903",1,0.180227917,"0,472653173"
1326,4,4,3,1,7,1,9,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,4,2,2,3,3,3,4,9,3,3,3,3,3,1,1,1,1,2,3,2,4,4,1,1,3,4,4,1,1,3,6666,6666,1,4,1,5,5,5,4,1,5,1300,1500,1400,1400,1600,1300,1,2,3,2,2,3,2,4,4,3,4,4,4,4,6,1,6,4,6,2,5,2,0.914928649835346,0.951155422754095,0.800086797674758,0.860946961256049,1,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,9,3,5,11,6,6,1,1,1,1,2,1,6,6,1,1,6,66,66,3,11,6,6,4,2,2,6,6,1,6,66,1,7,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,6,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,3,9,1,3,46,4,4,4,2019,7,112,7,2,0.100635214989974,"0,547843854813619",1,0.097449247,"0,437029021"
1329,4,4,3,2,7,2,9,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,4,4,2,4,2,3,2,4,3,3,1,2,7,2,2,2,2,2,1,1,2,2,2,3,3,3,4,3,3,2,4,3,1,2,1,1,6666,6666,2,4,5,3,4,3,2,4,1200,1200,1500,1800,1800,1200,5,2,3,2,2,3,2,1,2,1,4,4,6,1,5,1,6,2,6,2,6,1,0.74464495486796,0.700683336443633,0.779148062252228,0.919661255223679,2,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,1,4,6,2,1,1,1,2,2,6,66,2,4,5,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,77,99,3,1,2,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,2,3,3,1,3,1,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,2,7,3,2,47,4,666,2,2019,7,112,9,4,0.367090374267552,"NA",1,0.466691179,"NA"
1335,6,6,4,1,2,2,9,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,5,5,1,4,2,4,1,4,2,3,2,2,5,4,2,3,4,4,2,1,1,2,2,1,1,3,4,3,2,3,2,3,2,2,2,6666,1,6666,2,3,4,3,4,3,2,3,1300,1200,1600,1400,1950,1400,5,2,2,2,2,3,2,4,5,4,9999,9999,5,1,5,1,5,3,5,2,4,1,0.901052714112394,0.977731683372909,0.978579819471841,0.847768433157537,1,14,1,1,6,2,6,4,1,1,2,3,6,6,6,6,1,6,11,5,5,11,2,6,2,1,1,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,1,2,6,66,1,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,12,10,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,3,3,1,2,2,1,1,4,2,3,2,1,2,2,2,1,1,1,2,1,2,8,2,1,32,3,3,3,2019,2,111,9,7,0.0670082827182787,"0,0728650338236736",1,0.097244829,"0,294825446"
1337,5,5,2,1,2,2,8,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,4,2,3,1,4,1,2,3,2,5,3,3,3,3,3,1,1,2,2,2,3,2,3,3,2,2,3,2,2,1,1,3,6666,6666,2,2,3,4,4,3,3,3,4,1400,1100,1300,1500,1600,1300,5,2,3,2,2,3,3,2,4,2,5,3,4,3,5,3,5,6,5,2,6,4,0.832648305725895,0.874866560987974,0.800086797674758,0.877397940515394,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,3,8,2,2,2,2,6,4,6,4,6,6,6,6,6,66,66,3,1,6,6,2,1,1,1,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,9,1,1,2,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,3,4,2,2,61,6,5,3,2019,2,111,7,5,0.0283730342822222,"0,322899193734497",1,0.035905221,"0,957697824"
1338,4,4,2,1,2,2,7,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,4,2,3,1,1,1,3,2,4,8,3,3,2,2,1,2,1,2,2,2,3,1,2,1,3,2,2,3,3,1,1,3,6666,6666,1,4,2,4,3,3,4,3,2,1200,1000,1300,1400,1300,1000,3,3,3,3,3,3,3,3,2,2,4,4,5,4,6,2,6,4,6,4,5,1,0.800086797674758,0.348985649005169,0.656641604010025,0.712083446816822,1,10,1,1,6,2,6,5,2,3,2,2,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,9,6,66,1,6,6,6,6,66,66,66,1,6,5,2,2,1,3,2,1,6,66,1,5,5,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,8,2,1,10,1,666,2,2019,2,112,6,0,0.633579183638024,"NA",1,0.504868728,"NA"
1339,5,5,3,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,4,2,4,3,2,1,4,4,3,7,3,5,4,3,3,3,4,2,1,1,2,2,2,2,2,1,2,2,3,3,3,9999,1,2,6666,1,6666,2,3,5,5,5,3,2,4,1250,1250,1300,1400,1700,1300,1,3,3,3,3,3,3,2,9999,4,9999,4,4,4,4,4,4,4,4,4,4,4,0.652576143982349,0.661924710724242,0.426882931808115,0.572814445554061,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,10,4,4,10,2,2,2,2,6,2,6,1,6,6,6,6,6,66,66,6,10,6,6,2,1,1,2,1,1,6,66,1,4,3,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,11,9,1,1,1,1,2,1,2,4,1,2,2,2,2,2,2,2,2,1,3,3,3,2,1,2,2,2,4,4,2,2,2,2,2,2,1,2,1,2,1,3,4,3,3,41,4,4,3,2019,2,300,0,0,0.542328500111017,"NA",1,1.190690047,"NA"
1340,5,5,4,2,5,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,4,3,3,1,4,2,3,2,4,10,3,2,2,2,3,1,2,1,2,2,1,1,2,4,2,3,2,4,2,1,2,3,6666,6666,1,4,3,5,3,1,2,2,3,1100,1000,1300,1100,1400,1200,5,3,3,3,3,3,3,2,2,1,5,5,6,2,5,1,6,5,4,1,5,2,0.854723939376432,0.839722318152925,0.813265325773269,0.838066626500389,2,13,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,9,6,66,2,6,6,6,6,66,66,66,10,6,6,1,1,1,3,2,2,6,66,2,7,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,11,9,1,1,2,2,2,2,1,4,1,2,1,2,2,2,2,2,2,2,1,3,3,2,2,2,2,1,3,2,2,2,2,1,2,2,1,1,1,3,1,3,4,1,4,41,4,666,1,2019,5,111,9,7,0.217157491347054,"NA",1,0.442702193,"NA"
1343,3,3,3,2,5,2,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,3,4,3,3,2,1,2,2,6,2,5,2,2,2,2,2,1,2,1,2,2,2,2,3,3,2,1,2,2,2,2,1,1,1,6666,6666,2,2,3,3,2,3,3,3,1300,1200,1400,1500,1800,1400,5,3,3,2,3,3,2,5,3,3,4,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0.627012096652168,0.645369335589909,0.627012096652168,0.642218884202823,2,9,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,9,3,2,6,6,6,1,1,1,6,2,5,6,6,1,1,6,66,88,66,10,1,6,4,2,2,6,6,2,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,4,1,1,2,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,3,1,3,6,2,4,56,5,6,4,2019,5,120,0,0,0.245326221508312,"0,640996769131704",1,0.279121551,"0,470547559"
1346,3,3,4,2,7,1,5,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,4,2,4,2,3,3,1,4,2,6,4,5,3,4,3,3,4,2,1,1,2,2,3,2,2,4,2,2,3,3,4,9999,1,2,6666,1,6666,3,5,5,3,3,2,1,3,1100,1100,1100,1100,1200,1100,1,3,3,2,3,3,2,3,3,4,4,4,6,4,6,4,5,5,5,1,4,4,0.725261974915334,0.554718038809392,0.584856075424566,0.725261974915334,2,5,1,1,6,2,6,3,1,3,2,4,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,8,6,8,2,2,6,6,6,66,66,66,7,6,6,2,1,2,6,6,3,2,4,2,3,1,3,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,11,7,1,1,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,1,1,2,1,1,4,2,1,2,2,2,2,1,2,3,9,1,1,20,2,2,3,2019,7,111,9,7,1.14756003073059,"NA",1,1.038385931,"NA"
